Configuration,distance,ber
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,150,0.4423076923076923
Configuration.fast,150,0.0
Configuration.fast,150,0.4423076923076923
Configuration.fast,150,0.0
Configuration.fast,150,0.47115384615384615
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,150,0.5096153846153846
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,150,0.0
Configuration.fast,200,0.5
Configuration.fast,200,0.40384615384615385
Configuration.fast,200,0.40384615384615385
Configuration.fast,200,0.3269230769230769
Configuration.fast,200,0.33653846153846156
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.009615384615384616
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.0
Configuration.fast,200,0.009615384615384616
Configuration.fast,250,0.33653846153846156
Configuration.fast,250,0.3269230769230769
Configuration.fast,250,0.3173076923076923
Configuration.fast,250,0.47115384615384615
Configuration.fast,250,0.3269230769230769
Configuration.fast,250,0.019230769230769232
Configuration.fast,250,0.07692307692307693
Configuration.fast,250,0.07692307692307693
Configuration.fast,250,0.1346153846153846
Configuration.fast,250,0.0
Configuration.fast,250,0.038461538461538464
Configuration.fast,250,0.04807692307692308
Configuration.fast,250,0.0
Configuration.fast,250,0.009615384615384616
Configuration.fast,250,0.07692307692307693
Configuration.fast,250,0.09615384615384616
Configuration.fast,250,0.019230769230769232
Configuration.fast,250,0.019230769230769232
Configuration.fast,250,0.009615384615384616
Configuration.fast,250,0.009615384615384616
