configuration,offset,cycles,ber
fixed,4,8.53125,0.53125
fixed,4,8.53125,0.0625
fixed,4,8.53125,0.875
fixed,4,8.53125,0.0
fixed,4,8.53125,0.0
fixed,4,8.53125,0.53125
fixed,4,8.53125,0.0
fixed,4,8.53125,0.53125
fixed,4,8.53125,0.96875
fixed,4,8.53125,0.5
fixed,4,8.53125,0.5
fixed,4,8.53125,0.59375
fixed,4,8.53125,0.5
fixed,4,8.53125,0.5
fixed,4,8.53125,0.53125
fixed,4,8.53125,0.59375
fixed,4,8.53125,0.53125
fixed,4,9.75,0.3125
fixed,4,9.75,0.125
fixed,4,9.75,0.5
fixed,4,9.75,0.84375
fixed,4,9.75,0.0
fixed,4,9.75,0.0
fixed,4,9.75,0.90625
fixed,4,9.75,0.46875
fixed,4,9.75,0.46875
fixed,4,9.75,0.5
fixed,4,9.75,0.5
fixed,4,9.75,0.5
fixed,4,9.75,0.96875
fixed,4,9.75,0.46875
fixed,4,9.75,0.5
fixed,4,9.75,0.0625
fixed,4,9.75,0.46875
fixed,4,10.96875,0.46875
fixed,4,10.96875,0.5
fixed,4,10.96875,0.5
fixed,4,10.96875,0.5
fixed,4,10.96875,0.5
fixed,4,10.96875,0.8125
fixed,4,10.96875,0.5
fixed,4,10.96875,0.375
fixed,4,10.96875,0.0
fixed,4,10.96875,0.0
fixed,4,10.96875,0.0
fixed,4,10.96875,0.4375
fixed,4,10.96875,0.0
fixed,4,10.96875,0.4375
fixed,4,10.96875,0.40625
fixed,4,10.96875,0.59375
fixed,4,10.96875,0.53125
fixed,4,13.40625,0.0
fixed,4,13.40625,0.0
fixed,4,13.40625,0.96875
fixed,4,13.40625,0.625
fixed,4,13.40625,0.0
fixed,4,13.40625,0.53125
fixed,4,13.40625,0.0
fixed,4,13.40625,0.46875
fixed,4,13.40625,0.0625
fixed,4,13.40625,0.0
fixed,4,13.40625,0.46875
fixed,4,13.40625,0.0
fixed,4,13.40625,0.0
fixed,4,13.40625,0.03125
fixed,4,13.40625,0.46875
fixed,4,13.40625,0.46875
fixed,4,13.40625,0.25
fixed,4,14.625,0.5
fixed,4,14.625,0.96875
fixed,4,14.625,1.0
fixed,4,14.625,0.03125
fixed,4,14.625,0.0
fixed,4,14.625,0.5
fixed,4,14.625,0.5
fixed,4,14.625,0.5
fixed,4,14.625,0.75
fixed,4,14.625,0.9375
fixed,4,14.625,0.5
fixed,4,14.625,0.125
fixed,4,14.625,0.96875
fixed,4,14.625,0.53125
fixed,4,14.625,0.5
fixed,4,14.625,0.5
fixed,4,14.625,0.5
fixed,4,15.84375,0.4375
fixed,4,15.84375,0.03125
fixed,4,15.84375,0.0
fixed,4,15.84375,0.0
fixed,4,15.84375,0.0
fixed,4,15.84375,0.46875
fixed,4,15.84375,0.46875
fixed,4,15.84375,0.46875
fixed,4,15.84375,0.0
fixed,4,15.84375,0.03125
fixed,4,15.84375,0.4375
fixed,4,15.84375,0.0
fixed,4,15.84375,0.5
fixed,4,15.84375,0.0
fixed,4,15.84375,0.0
fixed,4,15.84375,0.5
fixed,4,15.84375,0.5
fixed,4,17.0625,0.0625
fixed,4,17.0625,0.0625
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.4375
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.0
fixed,4,17.0625,0.4375
fixed,4,17.0625,0.4375
fixed,4,18.28125,0.5
fixed,4,18.28125,0.5
fixed,4,18.28125,0.03125
fixed,4,18.28125,0.0
fixed,4,18.28125,0.0
fixed,4,18.28125,0.5
fixed,4,18.28125,0.0
fixed,4,18.28125,0.5
fixed,4,18.28125,0.5
fixed,4,18.28125,0.0
fixed,4,18.28125,0.0
fixed,4,18.28125,0.0
fixed,4,18.28125,0.0
fixed,4,18.28125,0.03125
fixed,4,18.28125,0.03125
fixed,4,18.28125,0.5
fixed,4,18.28125,0.5
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0625
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.03125
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,19.5,0.0
fixed,4,20.71875,0.5
fixed,4,20.71875,0.5
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.5
fixed,4,20.71875,0.125
fixed,4,20.71875,0.03125
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,20.71875,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.09375
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.0
fixed,4,21.9375,0.40625
fixed,4,21.9375,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.5
fixed,4,23.15625,0.53125
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.03125
fixed,4,23.15625,0.0
fixed,4,23.15625,0.3125
fixed,4,23.15625,0.46875
fixed,4,23.15625,0.0
fixed,4,23.15625,0.0
fixed,4,23.15625,0.03125
fixed,4,12.1875,0.34375
fixed,4,12.1875,0.5
fixed,4,12.1875,0.5
fixed,4,12.1875,0.0625
fixed,4,12.1875,0.03125
fixed,4,12.1875,0.03125
fixed,4,12.1875,0.03125
fixed,4,12.1875,0.5
fixed,4,12.1875,0.5
fixed,4,12.1875,0.03125
fixed,4,12.1875,0.40625
fixed,4,12.1875,0.0
fixed,4,12.1875,0.0
fixed,4,12.1875,0.5
fixed,4,12.1875,0.0
fixed,4,12.1875,0.5
fixed,4,12.1875,0.03125
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.9375
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,25.59375,0.0
fixed,4,26.8125,0.96875
fixed,4,26.8125,0.96875
fixed,4,26.8125,0.96875
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,26.8125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,28.03125,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.03125
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,29.25,0.03125
fixed,4,29.25,0.0
fixed,4,29.25,0.0
fixed,4,24.375,0.46875
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.53125
fixed,4,24.375,0.0625
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.0
fixed,4,24.375,0.5
fixed,4,24.375,0.0
fixed,6,1.21875,0.8125
fixed,6,1.21875,0.03125
fixed,6,1.21875,0.03125
fixed,6,1.21875,0.90625
fixed,6,1.21875,0.9375
fixed,6,1.21875,0.875
fixed,6,1.21875,0.9375
fixed,6,1.21875,0.84375
fixed,6,1.21875,0.46875
fixed,6,1.21875,0.75
fixed,6,1.21875,0.25
fixed,6,1.21875,0.5
fixed,6,1.21875,0.78125
fixed,6,1.21875,0.5625
fixed,6,1.21875,0.5
fixed,6,1.21875,0.78125
fixed,6,2.4375,0.5
fixed,6,2.4375,0.5
fixed,6,2.4375,0.46875
fixed,6,2.4375,0.5
fixed,6,2.4375,0.4375
fixed,6,2.4375,0.40625
fixed,6,2.4375,0.53125
fixed,6,2.4375,0.5
fixed,6,2.4375,0.71875
fixed,6,2.4375,0.84375
fixed,6,2.4375,0.65625
fixed,6,2.4375,0.34375
fixed,6,2.4375,0.75
fixed,6,2.4375,0.5625
fixed,6,2.4375,0.15625
fixed,6,2.4375,0.53125
fixed,6,3.65625,0.03125
fixed,6,3.65625,0.5
fixed,6,3.65625,0.84375
fixed,6,3.65625,0.53125
fixed,6,3.65625,0.46875
fixed,6,3.65625,0.34375
fixed,6,3.65625,0.375
fixed,6,3.65625,0.4375
fixed,6,3.65625,0.0625
fixed,6,3.65625,0.0625
fixed,6,3.65625,0.0625
fixed,6,3.65625,0.0625
fixed,6,3.65625,0.03125
fixed,6,3.65625,0.0625
fixed,6,3.65625,0.03125
fixed,6,3.65625,0.84375
fixed,6,4.875,0.625
fixed,6,4.875,0.96875
fixed,6,4.875,0.59375
fixed,6,4.875,0.40625
fixed,6,4.875,0.5
fixed,6,4.875,0.5
fixed,6,4.875,0.46875
fixed,6,4.875,0.21875
fixed,6,4.875,0.46875
fixed,6,4.875,0.4375
fixed,6,4.875,0.46875
fixed,6,4.875,0.4375
fixed,6,4.875,0.46875
fixed,6,4.875,0.5
fixed,6,4.875,0.5
fixed,6,4.875,0.25
fixed,6,6.09375,0.5
fixed,6,6.09375,0.59375
fixed,6,6.09375,1.0
fixed,6,6.09375,0.125
fixed,6,6.09375,0.5
fixed,6,6.09375,0.90625
fixed,6,6.09375,0.71875
fixed,6,6.09375,0.0625
fixed,6,6.09375,0.0625
fixed,6,6.09375,0.375
fixed,6,6.09375,0.53125
fixed,6,6.09375,0.5
fixed,6,6.09375,0.40625
fixed,6,6.09375,0.5
fixed,6,6.09375,0.03125
fixed,6,6.09375,0.96875
fixed,6,7.3125,0.0
fixed,6,7.3125,0.0
fixed,6,7.3125,0.46875
fixed,6,7.3125,0.40625
fixed,6,7.3125,0.875
fixed,6,7.3125,0.21875
fixed,6,7.3125,0.0
fixed,6,7.3125,0.0
fixed,6,7.3125,0.0
fixed,6,7.3125,0.5
fixed,6,7.3125,0.5
fixed,6,7.3125,0.5
fixed,6,7.3125,0.46875
fixed,6,7.3125,0.46875
fixed,6,7.3125,0.8125
fixed,6,7.3125,0.0
fixed,6,8.53125,0.5
fixed,6,8.53125,0.46875
fixed,6,8.53125,0.625
fixed,6,8.53125,0.09375
fixed,6,8.53125,0.0
fixed,6,8.53125,0.5
fixed,6,8.53125,0.75
fixed,6,8.53125,0.46875
fixed,6,8.53125,0.5
fixed,6,8.53125,0.46875
fixed,6,8.53125,0.40625
fixed,6,8.53125,0.46875
fixed,6,8.53125,0.40625
fixed,6,8.53125,0.53125
fixed,6,8.53125,0.1875
fixed,6,8.53125,0.96875
fixed,6,9.75,0.625
fixed,6,9.75,0.25
fixed,6,9.75,0.0625
fixed,6,9.75,0.75
fixed,6,9.75,0.03125
fixed,6,9.75,0.5
fixed,6,9.75,0.0
fixed,6,9.75,0.3125
fixed,6,9.75,0.0
fixed,6,9.75,0.0
fixed,6,9.75,0.03125
fixed,6,9.75,0.03125
fixed,6,9.75,0.03125
fixed,6,9.75,0.03125
fixed,6,9.75,0.03125
fixed,6,9.75,0.03125
fixed,6,10.96875,0.5
fixed,6,10.96875,0.5
fixed,6,10.96875,0.5
fixed,6,10.96875,0.46875
fixed,6,10.96875,0.5
fixed,6,10.96875,0.46875
fixed,6,10.96875,0.9375
fixed,6,10.96875,0.65625
fixed,6,10.96875,0.96875
fixed,6,10.96875,0.5
fixed,6,10.96875,0.875
fixed,6,10.96875,0.5
fixed,6,10.96875,0.90625
fixed,6,10.96875,0.9375
fixed,6,10.96875,0.1875
fixed,6,10.96875,0.125
fixed,6,13.40625,0.46875
fixed,6,13.40625,0.46875
fixed,6,13.40625,0.96875
fixed,6,13.40625,0.4375
fixed,6,13.40625,0.5
fixed,6,13.40625,0.5
fixed,6,13.40625,0.53125
fixed,6,13.40625,0.625
fixed,6,13.40625,0.0
fixed,6,13.40625,0.46875
fixed,6,13.40625,0.5
fixed,6,13.40625,0.5
fixed,6,13.40625,0.0
fixed,6,13.40625,0.03125
fixed,6,13.40625,0.0
fixed,6,13.40625,0.625
fixed,6,14.625,0.0
fixed,6,14.625,0.5
fixed,6,14.625,0.40625
fixed,6,14.625,0.4375
fixed,6,14.625,0.4375
fixed,6,14.625,0.03125
fixed,6,14.625,1.0
fixed,6,14.625,0.46875
fixed,6,14.625,0.5
fixed,6,14.625,0.5
fixed,6,14.625,0.46875
fixed,6,14.625,0.0625
fixed,6,14.625,0.5
fixed,6,14.625,0.5
fixed,6,14.625,0.0
fixed,6,14.625,0.96875
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.59375
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.53125
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.46875
fixed,6,15.84375,0.03125
fixed,6,15.84375,0.375
fixed,6,15.84375,0.03125
fixed,6,15.84375,0.0
fixed,6,15.84375,0.0
fixed,6,15.84375,0.03125
fixed,6,15.84375,0.125
fixed,6,17.0625,0.09375
fixed,6,17.0625,0.09375
fixed,6,17.0625,0.03125
fixed,6,17.0625,0.5
fixed,6,17.0625,0.0
fixed,6,17.0625,0.5
fixed,6,17.0625,0.5
fixed,6,17.0625,0.03125
fixed,6,17.0625,0.03125
fixed,6,17.0625,0.0
fixed,6,17.0625,0.0
fixed,6,17.0625,0.1875
fixed,6,17.0625,0.40625
fixed,6,17.0625,0.46875
fixed,6,17.0625,0.03125
fixed,6,17.0625,0.03125
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,18.28125,0.0
fixed,6,19.5,0.03125
fixed,6,19.5,0.4375
fixed,6,19.5,0.375
fixed,6,19.5,0.0
fixed,6,19.5,0.46875
fixed,6,19.5,0.5
fixed,6,19.5,0.5
fixed,6,19.5,0.5
fixed,6,19.5,0.09375
fixed,6,19.5,0.0
fixed,6,19.5,0.0
fixed,6,19.5,0.0
fixed,6,19.5,0.0
fixed,6,19.5,0.3125
fixed,6,19.5,0.5
fixed,6,19.5,0.5
fixed,6,20.71875,0.4375
fixed,6,20.71875,0.46875
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.5
fixed,6,20.71875,0.03125
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.59375
fixed,6,20.71875,0.625
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,20.71875,0.0
fixed,6,21.9375,0.5
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.375
fixed,6,21.9375,0.46875
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,21.9375,0.0
fixed,6,23.15625,0.375
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,1.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,23.15625,0.0
fixed,6,12.1875,0.03125
fixed,6,12.1875,0.5
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,12.1875,0.96875
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,12.1875,1.0
fixed,6,12.1875,0.5
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,12.1875,0.03125
fixed,6,12.1875,0.0
fixed,6,12.1875,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,25.59375,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.375
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,26.8125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,1.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,28.03125,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,29.25,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,6,24.375,0.0
fixed,0,1.21875,0.59375
fixed,0,1.21875,0.40625
fixed,0,1.21875,0.5625
fixed,0,1.21875,0.375
fixed,0,1.21875,0.28125
fixed,0,1.21875,0.5
fixed,0,1.21875,0.40625
fixed,0,1.21875,0.4375
fixed,0,1.21875,0.625
fixed,0,1.21875,0.53125
fixed,0,1.21875,0.4375
fixed,0,1.21875,0.5625
fixed,0,1.21875,0.53125
fixed,0,1.21875,0.40625
fixed,0,1.21875,0.46875
fixed,0,1.21875,0.4375
fixed,0,1.21875,0.5625
fixed,0,2.4375,0.46875
fixed,0,2.4375,0.53125
fixed,0,2.4375,0.46875
fixed,0,2.4375,0.4375
fixed,0,2.4375,0.375
fixed,0,2.4375,0.59375
fixed,0,2.4375,0.5
fixed,0,2.4375,0.5
fixed,0,2.4375,0.5
fixed,0,2.4375,0.40625
fixed,0,2.4375,0.5
fixed,0,2.4375,0.5
fixed,0,2.4375,0.46875
fixed,0,2.4375,0.5
fixed,0,2.4375,0.4375
fixed,0,2.4375,0.53125
fixed,0,2.4375,0.5
fixed,0,3.65625,0.46875
fixed,0,3.65625,0.53125
fixed,0,3.65625,0.5
fixed,0,3.65625,0.0
fixed,0,3.65625,0.5
fixed,0,3.65625,0.75
fixed,0,3.65625,0.46875
fixed,0,3.65625,0.0
fixed,0,3.65625,0.0
fixed,0,3.65625,0.96875
fixed,0,3.65625,0.0625
fixed,0,3.65625,0.0625
fixed,0,3.65625,0.0625
fixed,0,3.65625,0.03125
fixed,0,3.65625,0.0
fixed,0,3.65625,0.15625
fixed,0,3.65625,0.0
fixed,0,4.875,0.0
fixed,0,4.875,0.9375
fixed,0,4.875,0.5625
fixed,0,4.875,0.0
fixed,0,4.875,0.0
fixed,0,4.875,0.0
fixed,0,4.875,0.0
fixed,0,4.875,0.0
fixed,0,4.875,0.4375
fixed,0,4.875,0.46875
fixed,0,4.875,0.0
fixed,0,4.875,0.21875
fixed,0,4.875,0.375
fixed,0,4.875,0.875
fixed,0,4.875,0.0
fixed,0,4.875,0.03125
fixed,0,4.875,0.90625
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.09375
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.1875
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.125
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.21875
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,6.09375,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.625
fixed,0,7.3125,0.75
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0625
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.0
fixed,0,7.3125,0.84375
fixed,0,8.53125,0.0
fixed,0,8.53125,0.0
fixed,0,8.53125,0.0
fixed,0,8.53125,0.40625
fixed,0,8.53125,0.0
fixed,0,8.53125,0.0
fixed,0,8.53125,0.09375
fixed,0,8.53125,0.03125
fixed,0,8.53125,0.46875
fixed,0,8.53125,0.46875
fixed,0,8.53125,0.46875
fixed,0,8.53125,0.0
fixed,0,8.53125,0.0
fixed,0,8.53125,0.46875
fixed,0,8.53125,0.4375
fixed,0,8.53125,0.25
fixed,0,8.53125,0.40625
fixed,0,9.75,0.0
fixed,0,9.75,0.03125
fixed,0,9.75,0.53125
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.28125
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.0
fixed,0,9.75,0.46875
fixed,0,9.75,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0625
fixed,0,10.96875,0.0
fixed,0,10.96875,0.46875
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0625
fixed,0,10.96875,0.0
fixed,0,10.96875,0.5
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.0
fixed,0,10.96875,0.34375
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.5
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.96875
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,13.40625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,14.625,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.3125
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,15.84375,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,17.0625,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,18.28125,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
fixed,0,19.5,0.0
